C,B,A
shoe,callwild,2.15E-05
shoreward,callwild,2.15E-05
shorn,callwild,2.15E-05
shortly,callwild,2.15E-05
shouldn,callwild,2.15E-05
shouting,callwild,2.15E-05
shove,callwild,2.15E-05
shrewd,callwild,2.15E-05
shrieked,callwild,2.15E-05
shrieking,callwild,2.15E-05
shrill,callwild,2.15E-05
shrouded,callwild,2.15E-05
shrugged,callwild,2.15E-05
shunned,callwild,2.15E-05
shutting,callwild,2.15E-05
sickly,callwild,2.15E-05
sided,callwild,2.15E-05
sighing,callwild,2.15E-05
silk,callwild,2.15E-05
silky,callwild,2.15E-05
silly,callwild,2.15E-05
simulated,callwild,2.15E-05
simultaneous,callwild,2.15E-05
sinew,callwild,2.15E-05
sing,callwild,2.15E-05
singed,callwild,2.15E-05
sings,callwild,2.15E-05
sinks,callwild,2.15E-05
site,callwild,2.15E-05
skirted,callwild,2.15E-05
skulking,callwild,2.15E-05
skyward,callwild,2.15E-05
slake,callwild,2.15E-05
slammed,callwild,2.15E-05
slanted,callwild,2.15E-05
slapping,callwild,2.15E-05
slash,callwild,2.15E-05
slashing,callwild,2.15E-05
slaver,callwild,2.15E-05
slavered,callwild,2.15E-05
slaying,callwild,2.15E-05
sledded,callwild,2.15E-05
sleek,callwild,2.15E-05
sleepy,callwild,2.15E-05
slice,callwild,2.15E-05
slid,callwild,2.15E-05
slim,callwild,2.15E-05
slipping,callwild,2.15E-05
slipshod,callwild,2.15E-05
sloped,callwild,2.15E-05
slouch,callwild,2.15E-05
slower,callwild,2.15E-05
smart,callwild,2.15E-05
smashed,callwild,2.15E-05
smashing,callwild,2.15E-05
smelling,callwild,2.15E-05
smells,callwild,2.15E-05
smothered,callwild,2.15E-05
snags,callwild,2.15E-05
snaps,callwild,2.15E-05
sneered,callwild,2.15E-05
sneering,callwild,2.15E-05
sniffs,callwild,2.15E-05
snowdrifts,callwild,2.15E-05
snowfall,callwild,2.15E-05
snub,callwild,2.15E-05
soars,callwild,2.15E-05
sobbed,callwild,2.15E-05
sobbing,callwild,2.15E-05
sobs,callwild,2.15E-05
softened,callwild,2.15E-05
softer,callwild,2.15E-05
soil,callwild,2.15E-05
soldier,callwild,2.15E-05
solidly,callwild,2.15E-05
soliloquised,callwild,2.15E-05
solleks,callwild,2.15E-05
sombre,callwild,2.15E-05
somehow,callwild,2.15E-05
sou,callwild,2.15E-05
sounded,callwild,2.15E-05
sourer,callwild,2.15E-05
spaces,callwild,2.15E-05
sparks,callwild,2.15E-05
spasmodically,callwild,2.15E-05
spat,callwild,2.15E-05
sped,callwild,2.15E-05
spider,callwild,2.15E-05
spik,callwild,2.15E-05
spinning,callwild,2.15E-05
splash,callwild,2.15E-05
splashes,callwild,2.15E-05
splay,callwild,2.15E-05
splintering,callwild,2.15E-05
spluttered,callwild,2.15E-05
spouted,callwild,2.15E-05
springiness,callwild,2.15E-05
springtime,callwild,2.15E-05
spurred,callwild,2.15E-05
squabbling,callwild,2.15E-05
squarehead,callwild,2.15E-05
squarely,callwild,2.15E-05
squatted,callwild,2.15E-05
squaw,callwild,2.15E-05
squirmed,callwild,2.15E-05
stable,callwild,2.15E-05
stables,callwild,2.15E-05
stage,callwild,2.15E-05
stagger,callwild,2.15E-05
standstill,callwild,2.15E-05
starts,callwild,2.15E-05
starves,callwild,2.15E-05
stately,callwild,2.15E-05
states,callwild,2.15E-05
statue,callwild,2.15E-05
stead,callwild,2.15E-05
stealthily,callwild,2.15E-05
steamship,callwild,2.15E-05
steeply,callwild,2.15E-05
stiffened,callwild,2.15E-05
stillness,callwild,2.15E-05
stinging,callwild,2.15E-05
stirrings,callwild,2.15E-05
stopover,callwild,2.15E-05
stoppage,callwild,2.15E-05
stoppages,callwild,2.15E-05
stormed,callwild,2.15E-05
stoutest,callwild,2.15E-05
stoutly,callwild,2.15E-05
strangle,callwild,2.15E-05
strapped,callwild,2.15E-05
straps,callwild,2.15E-05
strawberries,callwild,2.15E-05
streamlet,callwild,2.15E-05
striking,callwild,2.15E-05
stringy,callwild,2.15E-05
strips,callwild,2.15E-05
strutting,callwild,2.15E-05
stuffin,callwild,2.15E-05
stumbled,callwild,2.15E-05
stuttered,callwild,2.15E-05
style,callwild,2.15E-05
subdued,callwild,2.15E-05
submerged,callwild,2.15E-05
substitute,callwild,2.15E-05
subtler,callwild,2.15E-05
succeed,callwild,2.15E-05
successfully,callwild,2.15E-05
suffocating,callwild,2.15E-05
sullen,callwild,2.15E-05
sullenly,callwild,2.15E-05
summers,callwild,2.15E-05
summit,callwild,2.15E-05
sunland,callwild,2.15E-05
sunshine,callwild,2.15E-05
suppress,callwild,2.15E-05
suppressed,callwild,2.15E-05
suppressedly,callwild,2.15E-05
surged,callwild,2.15E-05
surveyed,callwild,2.15E-05
survive,callwild,2.15E-05
survived,callwild,2.15E-05
surviving,callwild,2.15E-05
suspicious,callwild,2.15E-05
swaggering,callwild,2.15E-05
swarming,callwild,2.15E-05
swart,callwild,2.15E-05
sweating,callwild,2.15E-05
sweep,callwild,2.15E-05
sweethearts,callwild,2.15E-05
swirl,callwild,2.15E-05
swollen,callwild,2.15E-05
sworn,callwild,2.15E-05
sympathetically,callwild,2.15E-05
tables,callwild,2.15E-05
tagish,callwild,2.15E-05
tahkeena,callwild,2.15E-05
tails,callwild,2.15E-05
takers,callwild,2.15E-05
takin,callwild,2.15E-05
tam,callwild,2.15E-05
tanana,callwild,2.15E-05
tangible,callwild,2.15E-05
target,callwild,2.15E-05
taunted,callwild,2.15E-05
taut,callwild,2.15E-05
teachers,callwild,2.15E-05
teasing,callwild,2.15E-05
temperature,callwild,2.15E-05
tempered,callwild,2.15E-05
tempers,callwild,2.15E-05
tenderfoot,callwild,2.15E-05
tendons,callwild,2.15E-05
tents,callwild,2.15E-05
terrific,callwild,2.15E-05
terse,callwild,2.15E-05
theft,callwild,2.15E-05
thenceforward,callwild,2.15E-05
theory,callwild,2.15E-05
thermometer,callwild,2.15E-05
thinks,callwild,2.15E-05
thirsting,callwild,2.15E-05
thong,callwild,2.15E-05
thoroughfare,callwild,2.15E-05
threading,callwild,2.15E-05
threatening,callwild,2.15E-05
threateningly,callwild,2.15E-05
thrill,callwild,2.15E-05
thrilling,callwild,2.15E-05
throbbing,callwild,2.15E-05
throttled,callwild,2.15E-05
thumping,callwild,2.15E-05
tich,callwild,2.15E-05
tidal,callwild,2.15E-05
tie,callwild,2.15E-05
tightly,callwild,2.15E-05
tin,callwild,2.15E-05
tinkled,callwild,2.15E-05
tire,callwild,2.15E-05
tissue,callwild,2.15E-05
tissues,callwild,2.15E-05
tolerated,callwild,2.15E-05
toll,callwild,2.15E-05
tonic,callwild,2.15E-05
toothless,callwild,2.15E-05
topic,callwild,2.15E-05
topped,callwild,2.15E-05
tops,callwild,2.15E-05
torment,callwild,2.15E-05
tormentor,callwild,2.15E-05
tote,callwild,2.15E-05
totem,callwild,2.15E-05
touches,callwild,2.15E-05
towed,callwild,2.15E-05
track,callwild,2.15E-05
tradition,callwild,2.15E-05
tragedy,callwild,2.15E-05
tragic,callwild,2.15E-05
trails,callwild,2.15E-05
trained,callwild,2.15E-05
traits,callwild,2.15E-05
tramping,callwild,2.15E-05
transformation,callwild,2.15E-05
transformed,callwild,2.15E-05
transforming,callwild,2.15E-05
transient,callwild,2.15E-05
transportation,callwild,2.15E-05
travail,callwild,2.15E-05
treacherous,callwild,2.15E-05
treacherously,callwild,2.15E-05
tremendous,callwild,2.15E-05
trespasser,callwild,2.15E-05
tribesmen,callwild,2.15E-05
tricked,callwild,2.15E-05
trickle,callwild,2.15E-05
trickling,callwild,2.15E-05
trim,callwild,2.15E-05
tripped,callwild,2.15E-05
trouncing,callwild,2.15E-05
trouser,callwild,2.15E-05
truck,callwild,2.15E-05
trucked,callwild,2.15E-05
trunks,callwild,2.15E-05
tubbing,callwild,2.15E-05
tuckered,callwild,2.15E-05
tuition,callwild,2.15E-05
tumbled,callwild,2.15E-05
tween,callwild,2.15E-05
twitching,callwild,2.15E-05
type,callwild,2.15E-05
ultimately,callwild,2.15E-05
unaffected,callwild,2.15E-05
unaided,callwild,2.15E-05
unaltered,callwild,2.15E-05
unapproachable,callwild,2.15E-05
unaware,callwild,2.15E-05
unbreakable,callwild,2.15E-05
unbridled,callwild,2.15E-05
unbuilt,callwild,2.15E-05
uncanny,callwild,2.15E-05
uncharted,callwild,2.15E-05
uncles,callwild,2.15E-05
uncoiled,callwild,2.15E-05
unconcern,callwild,2.15E-05
unconscious,callwild,2.15E-05
unconsciously,callwild,2.15E-05
uncontent,callwild,2.15E-05
uncowed,callwild,2.15E-05
underbrush,callwild,2.15E-05
underfoot,callwild,2.15E-05
undergrowth,callwild,2.15E-05
underhand,callwild,2.15E-05
underneath,callwild,2.15E-05
undervalued,callwild,2.15E-05
undesirable,callwild,2.15E-05
undid,callwild,2.15E-05
undreamed,callwild,2.15E-05
unduly,callwild,2.15E-05
unearthed,callwild,2.15E-05
uneasily,callwild,2.15E-05
unendurable,callwild,2.15E-05
unfed,callwild,2.15E-05
unfinished,callwild,2.15E-05
unforgettable,callwild,2.15E-05
unheeded,callwild,2.15E-05
unhesitatingly,callwild,2.15E-05
unhitched,callwild,2.15E-05
unjust,callwild,2.15E-05
unkempt,callwild,2.15E-05
unmistakable,callwild,2.15E-05
unmolested,callwild,2.15E-05
unnumbered,callwild,2.15E-05
unpacked,callwild,2.15E-05
unpleasantly,callwild,2.15E-05
unpursued,callwild,2.15E-05
unresisting,callwild,2.15E-05
unrested,callwild,2.15E-05
unruly,callwild,2.15E-05
unsuspected,callwild,2.15E-05
unswerving,callwild,2.15E-05
unto,callwild,2.15E-05
untold,callwild,2.15E-05
untreated,callwild,2.15E-05
unusually,callwild,2.15E-05
unutterable,callwild,2.15E-05
unuttered,callwild,2.15E-05
unwillingly,callwild,2.15E-05
unwittingly,callwild,2.15E-05
uproar,callwild,2.15E-05
uproariously,callwild,2.15E-05
upstanding,callwild,2.15E-05
usurp,callwild,2.15E-05
uttered,callwild,2.15E-05
uttering,callwild,2.15E-05
vaguely,callwild,2.15E-05
vair,callwild,2.15E-05
valour,callwild,2.15E-05
valued,callwild,2.15E-05
vanish,callwild,2.15E-05
varying,callwild,2.15E-05
vastness,callwild,2.15E-05
vaunt,callwild,2.15E-05
vegetable,callwild,2.15E-05
venom,callwild,2.15E-05
veranda,callwild,2.15E-05
vexation,callwild,2.15E-05
vibrant,callwild,2.15E-05
vicarious,callwild,2.15E-05
vigil,callwild,2.15E-05
vigils,callwild,2.15E-05
vilely,callwild,2.15E-05
vine,callwild,2.15E-05
visions,callwild,2.15E-05
vital,callwild,2.15E-05
vitality,callwild,2.15E-05
voiced,callwild,2.15E-05
volcanoes,callwild,2.15E-05
wailing,callwild,2.15E-05
wailings,callwild,2.15E-05
wakens,callwild,2.15E-05
walled,callwild,2.15E-05
wan,callwild,2.15E-05
wantonness,callwild,2.15E-05
warily,callwild,2.15E-05
warmed,callwild,2.15E-05
warmer,callwild,2.15E-05
wary,callwild,2.15E-05
washes,callwild,2.15E-05
watchful,callwild,2.15E-05
watercourses,callwild,2.15E-05
watering,callwild,2.15E-05
watershed,callwild,2.15E-05
waving,callwild,2.15E-05
wayfarers,callwild,2.15E-05
weakly,callwild,2.15E-05
wearying,callwild,2.15E-05
web,callwild,2.15E-05
webbed,callwild,2.15E-05
whale,callwild,2.15E-05
whaling,callwild,2.15E-05
wheedlingly,callwild,2.15E-05
whereat,callwild,2.15E-05
wherefore,callwild,2.15E-05
whichever,callwild,2.15E-05
whiff,callwild,2.15E-05
whim,callwild,2.15E-05
whimpering,callwild,2.15E-05
whine,callwild,2.15E-05
whips,callwild,2.15E-05
whipsawed,callwild,2.15E-05
whiteness,callwild,2.15E-05
whittled,callwild,2.15E-05
whoop,callwild,2.15E-05
whoso,callwild,2.15E-05
widespreading,callwild,2.15E-05
wielded,callwild,2.15E-05
wilder,callwild,2.15E-05
wildness,callwild,2.15E-05
wiliness,callwild,2.15E-05
win,callwild,2.15E-05
winded,callwild,2.15E-05
windows,callwild,2.15E-05
winking,callwild,2.15E-05
winters,callwild,2.15E-05
wintry,callwild,2.15E-05
witnessed,callwild,2.15E-05
wolflike,callwild,2.15E-05
wolverenes,callwild,2.15E-05
womanhood,callwild,2.15E-05
womb,callwild,2.15E-05
wonderin,callwild,2.15E-05
wonted,callwild,2.15E-05
wooded,callwild,2.15E-05
woodpeckers,callwild,2.15E-05
wormed,callwild,2.15E-05
worried,callwild,2.15E-05
worry,callwild,2.15E-05
worrying,callwild,2.15E-05
worshipful,callwild,2.15E-05
worthily,callwild,2.15E-05
wrangled,callwild,2.15E-05
wrap,callwild,2.15E-05
wrappings,callwild,2.15E-05
wrenching,callwild,2.15E-05
wrestling,callwild,2.15E-05
wrinkled,callwild,2.15E-05
yawn,callwild,2.15E-05
yawning,callwild,2.15E-05
yearning,callwild,2.15E-05
yearnings,callwild,2.15E-05
yep,callwild,2.15E-05
youngster,callwild,2.15E-05
zeal,callwild,2.15E-05
10,defoe-robinson-103.txt,1.70E-05
11,defoe-robinson-103.txt,1.70E-05
12,defoe-robinson-103.txt,1.70E-05
14,defoe-robinson-103.txt,1.70E-05
15th,defoe-robinson-103.txt,1.70E-05
1659,defoe-robinson-103.txt,1.70E-05
18,defoe-robinson-103.txt,1.70E-05
19th,defoe-robinson-103.txt,1.70E-05
24,defoe-robinson-103.txt,1.70E-05
25,defoe-robinson-103.txt,1.70E-05
26,defoe-robinson-103.txt,1.70E-05
26th,defoe-robinson-103.txt,1.70E-05
28,defoe-robinson-103.txt,1.70E-05
7,defoe-robinson-103.txt,1.70E-05
abode,defoe-robinson-103.txt,1.70E-05
absolute,defoe-robinson-103.txt,1.70E-05
acknowledgment,defoe-robinson-103.txt,1.70E-05
adjoining,defoe-robinson-103.txt,1.70E-05
admired,defoe-robinson-103.txt,1.70E-05
admitted,defoe-robinson-103.txt,1.70E-05
affect,defoe-robinson-103.txt,1.70E-05
afloat,defoe-robinson-103.txt,1.70E-05
african,defoe-robinson-103.txt,1.70E-05
agitated,defoe-robinson-103.txt,1.70E-05
allow,defoe-robinson-103.txt,1.70E-05
amazement,defoe-robinson-103.txt,1.70E-05
ankles,defoe-robinson-103.txt,1.70E-05
anxiety,defoe-robinson-103.txt,1.70E-05
anybody,defoe-robinson-103.txt,1.70E-05
assure,defoe-robinson-103.txt,1.70E-05
aversion,defoe-robinson-103.txt,1.70E-05
awaked,defoe-robinson-103.txt,1.70E-05
awhile,defoe-robinson-103.txt,1.70E-05
ay,defoe-robinson-103.txt,1.70E-05
baking,defoe-robinson-103.txt,1.70E-05
banished,defoe-robinson-103.txt,1.70E-05
barbarians,defoe-robinson-103.txt,1.70E-05
barren,defoe-robinson-103.txt,1.70E-05
bedding,defoe-robinson-103.txt,1.70E-05
beeswax,defoe-robinson-103.txt,1.70E-05
befall,defoe-robinson-103.txt,1.70E-05
benefit,defoe-robinson-103.txt,1.70E-05
bills,defoe-robinson-103.txt,1.70E-05
bits,defoe-robinson-103.txt,1.70E-05
brandy,defoe-robinson-103.txt,1.70E-05
breeches,defoe-robinson-103.txt,1.70E-05
broiled,defoe-robinson-103.txt,1.70E-05
buying,defoe-robinson-103.txt,1.70E-05
calais,defoe-robinson-103.txt,1.70E-05
cannon,defoe-robinson-103.txt,1.70E-05
capful,defoe-robinson-103.txt,1.70E-05
casually,defoe-robinson-103.txt,1.70E-05
cease,defoe-robinson-103.txt,1.70E-05
charitable,defoe-robinson-103.txt,1.70E-05
cheered,defoe-robinson-103.txt,1.70E-05
chiefly,defoe-robinson-103.txt,1.70E-05
civil,defoe-robinson-103.txt,1.70E-05
clapped,defoe-robinson-103.txt,1.70E-05
climbing,defoe-robinson-103.txt,1.70E-05
clumsy,defoe-robinson-103.txt,1.70E-05
colonies,defoe-robinson-103.txt,1.70E-05
commands,defoe-robinson-103.txt,1.70E-05
communication,defoe-robinson-103.txt,1.70E-05
compare,defoe-robinson-103.txt,1.70E-05
comparing,defoe-robinson-103.txt,1.70E-05
conclude,defoe-robinson-103.txt,1.70E-05
concluding,defoe-robinson-103.txt,1.70E-05
confinement,defoe-robinson-103.txt,1.70E-05
consulted,defoe-robinson-103.txt,1.70E-05
continue,defoe-robinson-103.txt,1.70E-05
convenience,defoe-robinson-103.txt,1.70E-05
conveniences,defoe-robinson-103.txt,1.70E-05
convey,defoe-robinson-103.txt,1.70E-05
conveyed,defoe-robinson-103.txt,1.70E-05
cooler,defoe-robinson-103.txt,1.70E-05
cries,defoe-robinson-103.txt,1.70E-05
crime,defoe-robinson-103.txt,1.70E-05
curious,defoe-robinson-103.txt,1.70E-05
damp,defoe-robinson-103.txt,1.70E-05
dare,defoe-robinson-103.txt,1.70E-05
daring,defoe-robinson-103.txt,1.70E-05
daylight,defoe-robinson-103.txt,1.70E-05
declared,defoe-robinson-103.txt,1.70E-05
deliverances,defoe-robinson-103.txt,1.70E-05
despatched,defoe-robinson-103.txt,1.70E-05
devouring,defoe-robinson-103.txt,1.70E-05
dexterous,defoe-robinson-103.txt,1.70E-05
difference,defoe-robinson-103.txt,1.70E-05
disappointments,defoe-robinson-103.txt,1.70E-05
disasters,defoe-robinson-103.txt,1.70E-05
discretion,defoe-robinson-103.txt,1.70E-05
dish,defoe-robinson-103.txt,1.70E-05
distempers,defoe-robinson-103.txt,1.70E-05
distressed,defoe-robinson-103.txt,1.70E-05
disturbed,defoe-robinson-103.txt,1.70E-05
doctrine,defoe-robinson-103.txt,1.70E-05
dover,defoe-robinson-103.txt,1.70E-05
dread,defoe-robinson-103.txt,1.70E-05
duly,defoe-robinson-103.txt,1.70E-05
dutch,defoe-robinson-103.txt,1.70E-05
dwell,defoe-robinson-103.txt,1.70E-05
eatee,defoe-robinson-103.txt,1.70E-05
eighty,defoe-robinson-103.txt,1.70E-05
embarrassed,defoe-robinson-103.txt,1.70E-05
enclosures,defoe-robinson-103.txt,1.70E-05
engage,defoe-robinson-103.txt,1.70E-05
englishmen,defoe-robinson-103.txt,1.70E-05
enjoying,defoe-robinson-103.txt,1.70E-05
entreaties,defoe-robinson-103.txt,1.70E-05
event,defoe-robinson-103.txt,1.70E-05
executioner,defoe-robinson-103.txt,1.70E-05
exercise,defoe-robinson-103.txt,1.70E-05
expense,defoe-robinson-103.txt,1.70E-05
explain,defoe-robinson-103.txt,1.70E-05
expostulated,defoe-robinson-103.txt,1.70E-05
extremely,defoe-robinson-103.txt,1.70E-05
fears,defoe-robinson-103.txt,1.70E-05
february,defoe-robinson-103.txt,1.70E-05
felicity,defoe-robinson-103.txt,1.70E-05
fidelity,defoe-robinson-103.txt,1.70E-05
fitting,defoe-robinson-103.txt,1.70E-05
fond,defoe-robinson-103.txt,1.70E-05
foremast,defoe-robinson-103.txt,1.70E-05
forsook,defoe-robinson-103.txt,1.70E-05
founded,defoe-robinson-103.txt,1.70E-05
frigate,defoe-robinson-103.txt,1.70E-05
frog,defoe-robinson-103.txt,1.70E-05
fruits,defoe-robinson-103.txt,1.70E-05
fuel,defoe-robinson-103.txt,1.70E-05
gallop,defoe-robinson-103.txt,1.70E-05
gallows,defoe-robinson-103.txt,1.70E-05
garden,defoe-robinson-103.txt,1.70E-05
gently,defoe-robinson-103.txt,1.70E-05
girdle,defoe-robinson-103.txt,1.70E-05
gospel,defoe-robinson-103.txt,1.70E-05
governing,defoe-robinson-103.txt,1.70E-05
hacking,defoe-robinson-103.txt,1.70E-05
hallooing,defoe-robinson-103.txt,1.70E-05
handily,defoe-robinson-103.txt,1.70E-05
handy,defoe-robinson-103.txt,1.70E-05
hast,defoe-robinson-103.txt,1.70E-05
hawk,defoe-robinson-103.txt,1.70E-05
hearth,defoe-robinson-103.txt,1.70E-05
helm,defoe-robinson-103.txt,1.70E-05
hewed,defoe-robinson-103.txt,1.70E-05
hideous,defoe-robinson-103.txt,1.70E-05
hints,defoe-robinson-103.txt,1.70E-05
hogshead,defoe-robinson-103.txt,1.70E-05
howlings,defoe-robinson-103.txt,1.70E-05
hurries,defoe-robinson-103.txt,1.70E-05
husbandry,defoe-robinson-103.txt,1.70E-05
hut,defoe-robinson-103.txt,1.70E-05
hutch,defoe-robinson-103.txt,1.70E-05
ideas,defoe-robinson-103.txt,1.70E-05
impetuosity,defoe-robinson-103.txt,1.70E-05
indignation,defoe-robinson-103.txt,1.70E-05
inlet,defoe-robinson-103.txt,1.70E-05
inquire,defoe-robinson-103.txt,1.70E-05
insomuch,defoe-robinson-103.txt,1.70E-05
instruct,defoe-robinson-103.txt,1.70E-05
instructions,defoe-robinson-103.txt,1.70E-05
instruments,defoe-robinson-103.txt,1.70E-05
integrity,defoe-robinson-103.txt,1.70E-05
intervened,defoe-robinson-103.txt,1.70E-05
irons,defoe-robinson-103.txt,1.70E-05
israel,defoe-robinson-103.txt,1.70E-05
issue,defoe-robinson-103.txt,1.70E-05
juice,defoe-robinson-103.txt,1.70E-05
justify,defoe-robinson-103.txt,1.70E-05
justly,defoe-robinson-103.txt,1.70E-05
kingdom,defoe-robinson-103.txt,1.70E-05
labored,defoe-robinson-103.txt,1.70E-05
laborious,defoe-robinson-103.txt,1.70E-05
lands,defoe-robinson-103.txt,1.70E-05
lieutenant,defoe-robinson-103.txt,1.70E-05
lodging,defoe-robinson-103.txt,1.70E-05
loosened,defoe-robinson-103.txt,1.70E-05
loving,defoe-robinson-103.txt,1.70E-05
married,defoe-robinson-103.txt,1.70E-05
masts,defoe-robinson-103.txt,1.70E-05
mercies,defoe-robinson-103.txt,1.70E-05
