A,B
29578,5.09E-06
21003,5.09E-06
10373,5.09E-06
16753,5.09E-06
28315,5.09E-06
32638,5.09E-06
57658,5.09E-06
63096,5.09E-06
74979,5.09E-06
40247,5.09E-06
11847,5.09E-06
23133,5.08E-06
502,5.08E-06
75504,5.08E-06
1329,5.08E-06
42265,5.08E-06
17609,5.08E-06
20408,5.08E-06
1040,5.08E-06
43322,5.08E-06
11682,5.08E-06
53404,5.08E-06
55757,5.08E-06
20399,5.08E-06
27565,5.08E-06
6052,5.08E-06
6056,5.08E-06
36380,5.08E-06
5872,5.08E-06
24367,5.08E-06
36550,5.08E-06
63350,5.08E-06
63351,5.08E-06
62817,5.08E-06
13416,5.08E-06
70155,5.08E-06
70156,5.08E-06
18399,5.08E-06
39644,5.08E-06
41055,5.08E-06
30550,5.08E-06
49717,5.08E-06
44205,5.08E-06
17296,5.08E-06
38712,5.07E-06
29691,5.07E-06
59727,5.07E-06
11447,5.07E-06
27230,5.07E-06
27376,5.07E-06
28384,5.07E-06
17264,5.07E-06
65388,5.07E-06
1938,5.07E-06
24661,5.07E-06
24668,5.07E-06
24669,5.07E-06
24670,5.07E-06
33439,5.07E-06
3790,5.07E-06
23132,5.07E-06
32390,5.07E-06
33073,5.07E-06
46657,5.07E-06
47942,5.07E-06
7306,5.07E-06
6936,5.07E-06
66977,5.07E-06
71058,5.07E-06
4082,5.07E-06
66366,5.07E-06
63779,5.07E-06
11518,5.07E-06
57830,5.07E-06
71361,5.07E-06
51730,5.07E-06
57751,5.07E-06
30334,5.07E-06
51721,5.07E-06
11285,5.07E-06
60438,5.06E-06
14459,5.06E-06
61914,5.06E-06
33388,5.06E-06
32387,5.06E-06
2580,5.06E-06
2824,5.06E-06
49043,5.06E-06
49512,5.06E-06
27429,5.06E-06
19398,5.06E-06
18551,5.06E-06
12808,5.06E-06
3190,5.06E-06
62622,5.06E-06
35033,5.06E-06
15706,5.06E-06
3399,5.06E-06
5491,5.06E-06
15477,5.06E-06
68755,5.06E-06
67754,5.06E-06
46933,5.06E-06
7656,5.06E-06
48666,5.06E-06
23990,5.06E-06
53565,5.05E-06
65593,5.05E-06
48642,5.05E-06
43084,5.05E-06
10899,5.05E-06
63896,5.05E-06
27663,5.05E-06
12779,5.05E-06
33399,5.05E-06
39415,5.05E-06
63006,5.05E-06
47002,5.05E-06
37151,5.05E-06
50566,5.05E-06
38516,5.05E-06
25691,5.05E-06
19707,5.05E-06
45710,5.05E-06
69214,5.05E-06
68669,5.05E-06
32995,5.05E-06
32996,5.05E-06
46574,5.05E-06
27072,5.05E-06
47048,5.05E-06
57767,5.05E-06
57768,5.05E-06
55126,5.05E-06
57810,5.05E-06
23259,5.05E-06
23260,5.05E-06
42165,5.05E-06
13663,5.05E-06
30444,5.05E-06
67237,5.05E-06
29471,5.05E-06
58726,5.05E-06
35477,5.05E-06
68991,5.05E-06
48012,5.05E-06
11919,5.05E-06
8026,5.05E-06
56056,5.05E-06
65702,5.05E-06
37152,5.05E-06
37923,5.05E-06
42630,5.04E-06
18069,5.04E-06
8090,5.04E-06
61579,5.04E-06
49040,5.04E-06
63758,5.04E-06
2601,5.04E-06
42920,5.04E-06
57379,5.04E-06
28166,5.04E-06
61378,5.04E-06
23357,5.04E-06
69709,5.04E-06
69710,5.04E-06
3387,5.04E-06
3060,5.04E-06
54084,5.04E-06
39398,5.04E-06
13992,5.04E-06
57292,5.04E-06
1548,5.04E-06
48462,5.04E-06
48463,5.04E-06
55092,5.04E-06
7971,5.04E-06
59120,5.04E-06
38753,5.04E-06
32998,5.04E-06
15954,5.04E-06
60306,5.04E-06
12728,5.04E-06
35136,5.03E-06
28681,5.03E-06
31705,5.03E-06
2387,5.03E-06
57179,5.03E-06
57180,5.03E-06
40999,5.03E-06
62579,5.03E-06
35485,5.03E-06
59879,5.03E-06
21137,5.03E-06
14311,5.03E-06
15725,5.03E-06
28168,5.03E-06
33965,5.03E-06
25852,5.03E-06
14008,5.03E-06
21536,5.03E-06
5279,5.03E-06
3612,5.03E-06
7012,5.03E-06
4272,5.03E-06
11045,5.03E-06
65912,5.03E-06
11130,5.03E-06
62604,5.03E-06
22314,5.02E-06
66215,5.02E-06
900,5.02E-06
4872,5.02E-06
17644,5.02E-06
69820,5.02E-06
55633,5.02E-06
67705,5.02E-06
5787,5.02E-06
8799,5.02E-06
39835,5.02E-06
39837,5.02E-06
28975,5.02E-06
57367,5.02E-06
57030,5.02E-06
51189,5.02E-06
24707,5.02E-06
66638,5.02E-06
42622,5.02E-06
40397,5.02E-06
5367,5.02E-06
36589,5.02E-06
14431,5.02E-06
47044,5.02E-06
58730,5.02E-06
58731,5.02E-06
58732,5.02E-06
58733,5.02E-06
15906,5.02E-06
48334,5.02E-06
42162,5.02E-06
68362,5.02E-06
40749,5.02E-06
67292,5.02E-06
67293,5.02E-06
12452,5.02E-06
23302,5.02E-06
39773,5.02E-06
26033,5.02E-06
67601,5.02E-06
61257,5.01E-06
31739,5.01E-06
63985,5.01E-06
23876,5.01E-06
55634,5.01E-06
2778,5.01E-06
36100,5.01E-06
25369,5.01E-06
27984,5.01E-06
23629,5.01E-06
31719,5.01E-06
51814,5.01E-06
37993,5.01E-06
34798,5.01E-06
47470,5.01E-06
41835,5.01E-06
23166,5.01E-06
18220,5.01E-06
13766,5.01E-06
62835,5.01E-06
7034,5.01E-06
24797,5.01E-06
42593,5.01E-06
28011,5.01E-06
23988,5.01E-06
48108,5.01E-06
42336,5.01E-06
10144,5.01E-06
15460,5.01E-06
15021,5.00E-06
4677,5.00E-06
52834,5.00E-06
32159,5.00E-06
54765,5.00E-06
35367,5.00E-06
4786,5.00E-06
6926,5.00E-06
37319,5.00E-06
55162,5.00E-06
8215,5.00E-06
14823,5.00E-06
7909,5.00E-06
31957,5.00E-06
148,5.00E-06
23170,5.00E-06
10680,5.00E-06
2173,5.00E-06
26234,5.00E-06
26375,5.00E-06
27263,5.00E-06
23983,5.00E-06
69946,5.00E-06
53265,5.00E-06
8230,5.00E-06
63062,5.00E-06
61656,5.00E-06
54867,5.00E-06
60000,5.00E-06
2764,5.00E-06
41109,5.00E-06
15200,4.99E-06
63026,4.99E-06
9032,4.99E-06
26363,4.99E-06
20099,4.99E-06
65831,4.99E-06
8303,4.99E-06
27369,4.99E-06
23358,4.99E-06
56742,4.99E-06
36094,4.99E-06
17324,4.99E-06
53651,4.99E-06
35612,4.99E-06
57633,4.99E-06
10076,4.99E-06
41277,4.99E-06
1930,4.99E-06
26491,4.99E-06
30655,4.99E-06
7752,4.99E-06
62086,4.99E-06
11382,4.99E-06
70050,4.99E-06
58008,4.99E-06
18055,4.99E-06
47347,4.99E-06
57514,4.99E-06
62525,4.99E-06
32110,4.99E-06
13652,4.99E-06
40376,4.99E-06
54942,4.98E-06
54943,4.98E-06
54944,4.98E-06
10253,4.98E-06
22708,4.98E-06
24341,4.98E-06
62965,4.98E-06
50658,4.98E-06
75338,4.98E-06
75339,4.98E-06
47756,4.98E-06
36899,4.98E-06
53598,4.98E-06
52218,4.98E-06
31782,4.98E-06
61483,4.98E-06
21884,4.98E-06
35122,4.98E-06
619,4.98E-06
51873,4.98E-06
61158,4.98E-06
48916,4.98E-06
48917,4.98E-06
28415,4.98E-06
21547,4.98E-06
48162,4.98E-06
22441,4.98E-06
11709,4.98E-06
17995,4.98E-06
11110,4.98E-06
26281,4.98E-06
13662,4.98E-06
25574,4.98E-06
67684,4.98E-06
70248,4.98E-06
39275,4.98E-06
50754,4.98E-06
3642,4.98E-06
37442,4.98E-06
13031,4.98E-06
65332,4.98E-06
36475,4.98E-06
28481,4.98E-06
58773,4.97E-06
70669,4.97E-06
17854,4.97E-06
60011,4.97E-06
19794,4.97E-06
15427,4.97E-06
63761,4.97E-06
8561,4.97E-06
34405,4.97E-06
34797,4.97E-06
39191,4.97E-06
3068,4.97E-06
52128,4.97E-06
52506,4.97E-06
40111,4.97E-06
19668,4.97E-06
27314,4.97E-06
16197,4.97E-06
35891,4.97E-06
47207,4.97E-06
4516,4.97E-06
16864,4.97E-06
31657,4.97E-06
17719,4.97E-06
61089,4.97E-06
69684,4.97E-06
66669,4.97E-06
65922,4.97E-06
39122,4.97E-06
38726,4.97E-06
46246,4.97E-06
34260,4.96E-06
9155,4.96E-06
61643,4.96E-06
60173,4.96E-06
55280,4.96E-06
55281,4.96E-06
55321,4.96E-06
46669,4.96E-06
13837,4.96E-06
24596,4.96E-06
42803,4.96E-06
21966,4.96E-06
3347,4.96E-06
28157,4.96E-06
38844,4.96E-06
59582,4.96E-06
24109,4.96E-06
33781,4.96E-06
18559,4.96E-06
45673,4.96E-06
59497,4.96E-06
55870,4.96E-06
71737,4.96E-06
753,4.96E-06
55102,4.96E-06
53443,4.96E-06
37694,4.96E-06
68491,4.96E-06
30744,4.96E-06
18613,4.96E-06
26117,4.96E-06
24083,4.96E-06
3171,4.96E-06
13159,4.96E-06
71153,4.95E-06
55895,4.95E-06
62845,4.95E-06
40591,4.95E-06
58909,4.95E-06
13004,4.95E-06
16015,4.95E-06
21081,4.95E-06
12259,4.95E-06
22789,4.95E-06
29231,4.95E-06
39951,4.95E-06
70170,4.95E-06
45592,4.95E-06
22302,4.95E-06
56440,4.95E-06
23775,4.95E-06
22669,4.95E-06
45965,4.95E-06
66236,4.95E-06
67913,4.95E-06
67914,4.95E-06
51361,4.95E-06
51362,4.95E-06
30964,4.95E-06
30965,4.95E-06
30969,4.95E-06
44591,4.95E-06
12447,4.95E-06
65501,4.95E-06
26633,4.95E-06
63836,4.95E-06
7686,4.95E-06
5893,4.95E-06
9529,4.95E-06
62686,4.95E-06
10396,4.95E-06
37347,4.95E-06
41655,4.95E-06
41656,4.95E-06
41657,4.95E-06
66186,4.95E-06
66187,4.95E-06
30311,4.95E-06
55772,4.95E-06
21965,4.94E-06
39868,4.94E-06
24685,4.94E-06
57635,4.94E-06
65887,4.94E-06
13712,4.94E-06
51041,4.94E-06
59996,4.94E-06
26460,4.94E-06
949,4.94E-06
40375,4.94E-06
50977,4.94E-06
20003,4.94E-06
23961,4.94E-06
12494,4.94E-06
62701,4.94E-06
65709,4.94E-06
75440,4.94E-06
55138,4.94E-06
20820,4.94E-06
36252,4.94E-06
41670,4.94E-06
19466,4.94E-06
26252,4.94E-06
57460,4.94E-06
32762,4.94E-06
34007,4.94E-06
8226,4.94E-06
40081,4.94E-06
75842,4.94E-06
75310,4.94E-06
15040,4.94E-06
22134,4.94E-06
53358,4.94E-06
70926,4.94E-06
35374,4.94E-06
35375,4.94E-06
16317,4.94E-06
66248,4.94E-06
30684,4.94E-06
61470,4.94E-06
35923,4.94E-06
16525,4.94E-06
56368,4.94E-06
44867,4.94E-06
20486,4.93E-06
75534,4.93E-06
75553,4.93E-06
1672,4.93E-06
1769,4.93E-06
1957,4.93E-06
2271,4.93E-06
2395,4.93E-06
2886,4.93E-06
5816,4.93E-06
6935,4.93E-06
7211,4.93E-06
8889,4.93E-06
9082,4.93E-06
9120,4.93E-06
9267,4.93E-06
11827,4.93E-06
14871,4.93E-06
15567,4.93E-06
16085,4.93E-06
16160,4.93E-06
18090,4.93E-06
18581,4.93E-06
18607,4.93E-06
18617,4.93E-06
19022,4.93E-06
21702,4.93E-06
22153,4.93E-06
22219,4.93E-06
23175,4.93E-06
23636,4.93E-06
24280,4.93E-06
24297,4.93E-06
24456,4.93E-06
24529,4.93E-06
24893,4.93E-06
25709,4.93E-06
26843,4.93E-06
27200,4.93E-06
27222,4.93E-06
27233,4.93E-06
32314,4.93E-06
33697,4.93E-06
34818,4.93E-06
35200,4.93E-06
35362,4.93E-06
36903,4.93E-06
36969,4.93E-06
37285,4.93E-06
37723,4.93E-06
42897,4.93E-06
43780,4.93E-06
47949,4.93E-06
52668,4.93E-06
52845,4.93E-06
53891,4.93E-06
56935,4.93E-06
63280,4.93E-06
66770,4.93E-06
67514,4.93E-06
71550,4.93E-06
71815,4.93E-06
72555,4.93E-06
75638,4.93E-06
5456,4.93E-06
14891,4.93E-06
3947,4.93E-06
65236,4.93E-06
33447,4.93E-06
57205,4.93E-06
35482,4.93E-06
19216,4.93E-06
51330,4.93E-06
8689,4.93E-06
20711,4.93E-06
54717,4.93E-06
32774,4.93E-06
47850,4.93E-06
53294,4.93E-06
24225,4.93E-06
35012,4.93E-06
57650,4.93E-06
58908,4.93E-06
38480,4.93E-06
33621,4.93E-06
25993,4.93E-06
13219,4.93E-06
11395,4.93E-06
37390,4.93E-06
40298,4.93E-06
21077,4.93E-06
54339,4.93E-06
14739,4.93E-06
73102,4.93E-06
56214,4.93E-06
16909,4.93E-06
12140,4.93E-06
25505,4.93E-06
9190,4.93E-06
10782,4.92E-06
64196,4.92E-06
49532,4.92E-06
64476,4.92E-06
24082,4.92E-06
21295,4.92E-06
65144,4.92E-06
65145,4.92E-06
66942,4.92E-06
40448,4.92E-06
4877,4.92E-06
29092,4.92E-06
59980,4.92E-06
62646,4.92E-06
41620,4.92E-06
7654,4.92E-06
20777,4.92E-06
32713,4.92E-06
43998,4.92E-06
31409,4.92E-06
20183,4.92E-06
64245,4.92E-06
64246,4.92E-06
45482,4.92E-06
58554,4.92E-06
58555,4.92E-06
64300,4.92E-06
75598,4.92E-06
75606,4.92E-06
35510,4.92E-06
32397,4.92E-06
49423,4.92E-06
20470,4.91E-06
13724,4.91E-06
37169,4.91E-06
7824,4.91E-06
63893,4.91E-06
63894,4.91E-06
17276,4.91E-06
64145,4.91E-06
64146,4.91E-06
28142,4.91E-06
27646,4.91E-06
24176,4.91E-06
53182,4.91E-06
8674,4.91E-06
61123,4.91E-06
31382,4.91E-06
39672,4.91E-06
44051,4.91E-06
59561,4.91E-06
21073,4.91E-06
4754,4.91E-06
68914,4.91E-06
35941,4.91E-06
15158,4.91E-06
32672,4.91E-06
56419,4.91E-06
56420,4.91E-06
56422,4.91E-06
7462,4.91E-06
70293,4.91E-06
19045,4.91E-06
36232,4.91E-06
64324,4.91E-06
64325,4.91E-06
10573,4.91E-06
26884,4.91E-06
48475,4.91E-06
41665,4.91E-06
20149,4.91E-06
58040,4.91E-06
10657,4.91E-06
761,4.91E-06
26428,4.91E-06
24187,4.91E-06
26557,4.90E-06
53913,4.90E-06
50969,4.90E-06
75627,4.90E-06
8100,4.90E-06
64483,4.90E-06
35576,4.90E-06
1920,4.90E-06
32445,4.90E-06
13498,4.90E-06
37582,4.90E-06
13508,4.90E-06
32396,4.90E-06
30715,4.90E-06
48107,4.90E-06
11077,4.90E-06
56097,4.90E-06
41139,4.90E-06
53137,4.90E-06
71167,4.90E-06
62802,4.90E-06
42126,4.90E-06
16998,4.90E-06
26996,4.90E-06
59248,4.90E-06
20089,4.90E-06
24888,4.90E-06
20746,4.90E-06
62877,4.90E-06
20303,4.90E-06
8936,4.90E-06
32237,4.90E-06
17132,4.90E-06
16203,4.90E-06
65483,4.90E-06
50309,4.90E-06
32994,4.90E-06
4348,4.90E-06
48892,4.90E-06
43642,4.90E-06
34356,4.90E-06
42372,4.90E-06
6881,4.90E-06
19714,4.89E-06
12474,4.89E-06
27033,4.89E-06
51776,4.89E-06
75829,4.89E-06
75873,4.89E-06
30106,4.89E-06
276,4.89E-06
36141,4.89E-06
49377,4.89E-06
62929,4.89E-06
48227,4.89E-06
71082,4.89E-06
71083,4.89E-06
30260,4.89E-06
44977,4.89E-06
56965,4.89E-06
68511,4.89E-06
21212,4.89E-06
5863,4.89E-06
65111,4.89E-06
65112,4.89E-06
34038,4.89E-06
15860,4.89E-06
16453,4.89E-06
34600,4.89E-06
49603,4.89E-06
68297,4.89E-06
39817,4.89E-06
39805,4.89E-06
57803,4.89E-06
34956,4.89E-06
21682,4.89E-06
13038,4.89E-06
43369,4.89E-06
37210,4.89E-06
37211,4.89E-06
23017,4.89E-06
13273,4.89E-06
25150,4.89E-06
69407,4.89E-06
7424,4.89E-06
16967,4.89E-06
37829,4.89E-06
15098,4.89E-06
18063,4.89E-06
21610,4.88E-06
4808,4.88E-06
2564,4.88E-06
4526,4.88E-06
6510,4.88E-06
53646,4.88E-06
14598,4.88E-06
61213,4.88E-06
42930,4.88E-06
13025,4.88E-06
65348,4.88E-06
65356,4.88E-06
75511,4.88E-06
35771,4.88E-06
20580,4.88E-06
50373,4.88E-06
50374,4.88E-06
51568,4.88E-06
20246,4.88E-06
16736,4.88E-06
68954,4.88E-06
2494,4.88E-06
25947,4.88E-06
10934,4.88E-06
11964,4.88E-06
44896,4.88E-06
42645,4.88E-06
75616,4.88E-06
75617,4.88E-06
75618,4.88E-06
13361,4.88E-06
71502,4.88E-06
20192,4.88E-06
24837,4.88E-06
62557,4.88E-06
14046,4.88E-06
75875,4.88E-06
75878,4.88E-06
49615,4.88E-06
29034,4.87E-06
20800,4.87E-06
65621,4.87E-06
58812,4.87E-06
58813,4.87E-06
64612,4.87E-06
24081,4.87E-06
3290,4.87E-06
1843,4.87E-06
29836,4.87E-06
2779,4.87E-06
18355,4.87E-06
19142,4.87E-06
63564,4.87E-06
63565,4.87E-06
39308,4.87E-06
34545,4.87E-06
33797,4.87E-06
29448,4.87E-06
3807,4.87E-06
42541,4.87E-06
6681,4.87E-06
54652,4.87E-06
54653,4.87E-06
54654,4.87E-06
34909,4.87E-06
25621,4.87E-06
27086,4.87E-06
22633,4.87E-06
17785,4.87E-06
31840,4.87E-06
33611,4.87E-06
2853,4.87E-06
39786,4.87E-06
28580,4.87E-06
49473,4.87E-06
48840,4.87E-06
64287,4.87E-06
3449,4.86E-06
69784,4.86E-06
69785,4.86E-06
50567,4.86E-06
67685,4.86E-06
67686,4.86E-06
67687,4.86E-06
67688,4.86E-06
11116,4.86E-06
55136,4.86E-06
3126,4.86E-06
31544,4.86E-06
8083,4.86E-06
27714,4.86E-06
26480,4.86E-06
21824,4.86E-06
37812,4.86E-06
37813,4.86E-06
37814,4.86E-06
37815,4.86E-06
37816,4.86E-06
37817,4.86E-06
37818,4.86E-06
49910,4.86E-06
28656,4.86E-06
68087,4.86E-06
30206,4.86E-06
71074,4.86E-06
39315,4.86E-06
68692,4.86E-06
9488,4.86E-06
10104,4.86E-06
12534,4.86E-06
39152,4.86E-06
57615,4.86E-06
40771,4.86E-06
19826,4.86E-06
36854,4.86E-06
35841,4.86E-06
13131,4.85E-06
21370,4.85E-06
58935,4.85E-06
29375,4.85E-06
50776,4.85E-06
16236,4.85E-06
17694,4.85E-06
45079,4.85E-06
16240,4.85E-06
52370,4.85E-06
47892,4.85E-06
43570,4.85E-06
26721,4.85E-06
41676,4.85E-06
11318,4.85E-06
5802,4.85E-06
21446,4.85E-06
64467,4.85E-06
53887,4.85E-06
38303,4.85E-06
61906,4.85E-06
33380,4.85E-06
52473,4.85E-06
63413,4.85E-06
54337,4.85E-06
57846,4.85E-06
63450,4.85E-06
18894,4.85E-06
25158,4.85E-06
49641,4.85E-06
40377,4.85E-06
18614,4.85E-06
1042,4.85E-06
31499,4.85E-06
18185,4.84E-06
13496,4.84E-06
59302,4.84E-06
25746,4.84E-06
9834,4.84E-06
36173,4.84E-06
62369,4.84E-06
62370,4.84E-06
48928,4.84E-06
71019,4.84E-06
12332,4.84E-06
51195,4.84E-06
298,4.84E-06
29788,4.84E-06
44996,4.84E-06
55413,4.84E-06
38849,4.84E-06
34518,4.84E-06
40823,4.84E-06
20717,4.84E-06
2442,4.84E-06
32888,4.84E-06
7520,4.84E-06
55445,4.84E-06
24309,4.84E-06
61836,4.84E-06
43185,4.84E-06
51606,4.84E-06
51607,4.84E-06
51609,4.84E-06
18321,4.84E-06
3357,4.84E-06
1985,4.84E-06
14540,4.84E-06
51078,4.84E-06
19679,4.84E-06
29145,4.84E-06
29146,4.84E-06
29152,4.83E-06
22164,4.83E-06
32507,4.83E-06
11051,4.83E-06
53524,4.83E-06
53525,4.83E-06
13529,4.83E-06
16980,4.83E-06
31064,4.83E-06
18082,4.83E-06
44829,4.83E-06
1345,4.83E-06
39406,4.83E-06
4430,4.83E-06
6434,4.83E-06
25675,4.83E-06
35893,4.83E-06
14131,4.83E-06
20335,4.83E-06
6987,4.83E-06
11951,4.83E-06
9062,4.83E-06
53674,4.83E-06
4866,4.83E-06
18767,4.83E-06
32504,4.83E-06
34892,4.83E-06
23927,4.83E-06
42416,4.83E-06
66513,4.83E-06
28342,4.83E-06
61616,4.82E-06
36243,4.82E-06
65553,4.82E-06
65555,4.82E-06
65556,4.82E-06
65557,4.82E-06
71247,4.82E-06
13209,4.82E-06
22746,4.82E-06
31257,4.82E-06
32510,4.82E-06
35363,4.82E-06
36470,4.82E-06
44836,4.82E-06
45210,4.82E-06
45797,4.82E-06
46220,4.82E-06
46239,4.82E-06
46264,4.82E-06
47201,4.82E-06
47204,4.82E-06
47401,4.82E-06
52173,4.82E-06
52953,4.82E-06
53748,4.82E-06
54489,4.82E-06
54705,4.82E-06
54725,4.82E-06
55006,4.82E-06
55055,4.82E-06
55234,4.82E-06
56554,4.82E-06
57038,4.82E-06
57454,4.82E-06
57958,4.82E-06
58413,4.82E-06
58534,4.82E-06
58824,4.82E-06
59076,4.82E-06
59155,4.82E-06
59848,4.82E-06
60835,4.82E-06
61272,4.82E-06
61331,4.82E-06
61468,4.82E-06
62035,4.82E-06
62173,4.82E-06
62312,4.82E-06
62705,4.82E-06
62723,4.82E-06
62822,4.82E-06
62980,4.82E-06
63049,4.82E-06
63419,4.82E-06
63442,4.82E-06
63968,4.82E-06
63988,4.82E-06
64007,4.82E-06
64912,4.82E-06
65162,4.82E-06
65394,4.82E-06
65528,4.82E-06
65723,4.82E-06
65863,4.82E-06
66031,4.82E-06
66120,4.82E-06
66618,4.82E-06
66872,4.82E-06
66918,4.82E-06
67127,4.82E-06
67157,4.82E-06
67280,4.82E-06
67770,4.82E-06
67794,4.82E-06
67851,4.82E-06
67852,4.82E-06
67857,4.82E-06
67907,4.82E-06
68195,4.82E-06
68318,4.82E-06
68415,4.82E-06
68492,4.82E-06
68568,4.82E-06
68587,4.82E-06
68615,4.82E-06
68641,4.82E-06
68675,4.82E-06
68791,4.82E-06
68821,4.82E-06
68864,4.82E-06
68924,4.82E-06
68961,4.82E-06
69056,4.82E-06
69209,4.82E-06
69289,4.82E-06
69341,4.82E-06
69388,4.82E-06
69482,4.82E-06
69746,4.82E-06
69754,4.82E-06
69872,4.82E-06
69957,4.82E-06
69964,4.82E-06
70079,4.82E-06
70080,4.82E-06
70212,4.82E-06
70215,4.82E-06
70220,4.82E-06
70354,4.82E-06
70642,4.82E-06
70713,4.82E-06
70761,4.82E-06
70827,4.82E-06
70998,4.82E-06
71008,4.82E-06
71139,4.82E-06
71157,4.82E-06
71174,4.82E-06
71324,4.82E-06
71376,4.82E-06
75234,4.82E-06
75249,4.82E-06
75326,4.82E-06
75371,4.82E-06
75376,4.82E-06
75378,4.82E-06
75406,4.82E-06
75411,4.82E-06
75456,4.82E-06
75481,4.82E-06
75562,4.82E-06
75635,4.82E-06
75636,4.82E-06
75639,4.82E-06
75650,4.82E-06
75661,4.82E-06
75688,4.82E-06
75707,4.82E-06
75714,4.82E-06
75718,4.82E-06
75759,4.82E-06
75781,4.82E-06
45180,4.82E-06
15086,4.82E-06
517,4.82E-06
51175,4.82E-06
29919,4.82E-06
38950,4.82E-06
30771,4.82E-06
11696,4.82E-06
20584,4.82E-06
33608,4.82E-06
27673,4.82E-06
14786,4.82E-06
15505,4.82E-06
31917,4.82E-06
64674,4.82E-06
64675,4.82E-06
58243,4.82E-06
22152,4.82E-06
66660,4.82E-06
15604,4.82E-06
53985,4.81E-06
45089,4.81E-06
68886,4.81E-06
12155,4.81E-06
13047,4.81E-06
23301,4.81E-06
50521,4.81E-06
28230,4.81E-06
42487,4.81E-06
57762,4.81E-06
28490,4.81E-06
42684,4.81E-06
42693,4.81E-06
42708,4.81E-06
42723,4.81E-06
42729,4.81E-06
57079,4.81E-06
40420,4.81E-06
20548,4.81E-06
29609,4.81E-06
43768,4.81E-06
9241,4.81E-06
3002,4.81E-06
21924,4.81E-06
73784,4.81E-06
33718,4.81E-06
37542,4.81E-06
43793,4.81E-06
18769,4.81E-06
28310,4.81E-06
31332,4.81E-06
11917,4.81E-06
57646,4.81E-06
42417,4.81E-06
47567,4.81E-06
7444,4.81E-06
39923,4.81E-06
4185,4.81E-06
1091,4.81E-06
13570,4.81E-06
60534,4.81E-06
58508,4.81E-06
9288,4.81E-06
44814,4.81E-06
18342,4.81E-06
63607,4.81E-06
55195,4.81E-06
55196,4.81E-06
42383,4.81E-06
39943,4.81E-06
40216,4.81E-06
68369,4.80E-06
10960,4.80E-06
20479,4.80E-06
54345,4.80E-06
54346,4.80E-06
16673,4.80E-06
13713,4.80E-06
51933,4.80E-06
70108,4.80E-06
21515,4.80E-06
37364,4.80E-06
24067,4.80E-06
65375,4.80E-06
61977,4.80E-06
30353,4.80E-06
56657,4.80E-06
15633,4.80E-06
60234,4.80E-06
9509,4.80E-06
67251,4.80E-06
36636,4.80E-06
3212,4.80E-06
55033,4.80E-06
21335,4.80E-06
50980,4.80E-06
50981,4.80E-06
50982,4.80E-06
50983,4.80E-06
68422,4.80E-06
64706,4.80E-06
22735,4.80E-06
67997,4.80E-06
27949,4.80E-06
15654,4.80E-06
30921,4.80E-06
32093,4.80E-06
18941,4.80E-06
34612,4.80E-06
14915,4.80E-06
6661,4.79E-06
40269,4.79E-06
12888,4.79E-06
45066,4.79E-06
63569,4.79E-06
63570,4.79E-06
10369,4.79E-06
20663,4.79E-06
10781,4.79E-06
15381,4.79E-06
8325,4.79E-06
60324,4.79E-06
22317,4.79E-06
30385,4.79E-06
39249,4.79E-06
47303,4.79E-06
5554,4.79E-06
46213,4.79E-06
53834,4.79E-06
53835,4.79E-06
66145,4.79E-06
68518,4.79E-06
15174,4.79E-06
36549,4.79E-06
11887,4.79E-06
39324,4.79E-06
7973,4.79E-06
15972,4.79E-06
10774,4.79E-06
32822,4.79E-06
31184,4.79E-06
54854,4.79E-06
18169,4.79E-06
43790,4.79E-06
42843,4.79E-06
41917,4.79E-06
29166,4.79E-06
62080,4.79E-06
37095,4.79E-06
24805,4.79E-06
9164,4.79E-06
65337,4.78E-06
36895,4.78E-06
51275,4.78E-06
28111,4.78E-06
6970,4.78E-06
8595,4.78E-06
30953,4.78E-06
13223,4.78E-06
38755,4.78E-06
41093,4.78E-06
6063,4.78E-06
45151,4.78E-06
51854,4.78E-06
37132,4.78E-06
43405,4.78E-06
66534,4.78E-06
4865,4.78E-06
41213,4.78E-06
48780,4.78E-06
8605,4.78E-06
23295,4.78E-06
34795,4.78E-06
3127,4.78E-06
27378,4.78E-06
16566,4.78E-06
54597,4.78E-06
33531,4.78E-06
6015,4.78E-06
50036,4.78E-06
52233,4.78E-06
51208,4.78E-06
32358,4.78E-06
32359,4.78E-06
59751,4.78E-06
59753,4.78E-06
59754,4.78E-06
10687,4.78E-06
40990,4.78E-06
12127,4.78E-06
46310,4.78E-06
30185,4.78E-06
32082,4.77E-06
2618,4.77E-06
8959,4.77E-06
57640,4.77E-06
19681,4.77E-06
44244,4.77E-06
45405,4.77E-06
27917,4.77E-06
45886,4.77E-06
28756,4.77E-06
58921,4.77E-06
40091,4.77E-06
45148,4.77E-06
57956,4.77E-06
1922,4.77E-06
32418,4.77E-06
32419,4.77E-06
32421,4.77E-06
32423,4.77E-06
15368,4.77E-06
64365,4.77E-06
11657,4.77E-06
36498,4.77E-06
68911,4.77E-06
32908,4.77E-06
3400,4.77E-06
3408,4.77E-06
66713,4.77E-06
66911,4.77E-06
66912,4.77E-06
66913,4.77E-06
7282,4.77E-06
34051,4.77E-06
14409,4.77E-06
29639,4.77E-06
19568,4.77E-06
61320,4.77E-06
10594,4.76E-06
36658,4.76E-06
67743,4.76E-06
34344,4.76E-06
23033,4.76E-06
48226,4.76E-06
10682,4.76E-06
